-,-,-
327, -479, 568
387, -515, 611
383, -515, 618
383, -515, 618
337, -514, 681
320, -508, 755
320, -494, 758
331, -495, 746
296, -495, 764
279, -498, 797
271, -484, 831
271, -484, 831
234, -485, 847
175, -504, 859
145, -506, 875
129, -491, 890
130, -473, 896
99, -474, 918
99, -474, 918
45, -491, 943
28, -490, 979
27, -471, 979
2, -463, 949
2, -463, 949
-61, -480, 962
-117, -481, 987
-157, -467, 963
-185, -459, 995
-221, -440, 1009
-237, -433, 1014
-241, -439, 996
-225, -436, 968
-193, -434, 959
-157, -437, 957
-129, -430, 933
-129, -430, 933
-99, -412, 898
-72, -400, 907
-52, -393, 933
-10, -367, 922
44, -357, 884
99, -362, 849
144, -363, 878
144, -363, 878
191, -355, 910
214, -358, 911
261, -382, 887
311, -399, 876
328, -396, 869
325, -407, 877
325, -407, 877
347, -415, 864
397, -440, 892
437, -458, 914
449, -469, 932
447, -477, 925
481, -492, 919
524, -510, 934
524, -510, 934
515, -523, 973
482, -518, 993
446, -501, 1015
416, -493, 1012
380, -498, 1028
323, -503, 1047
241, -507, 1046
197, -520, 1060
153, -511, 1012
82, -509, 964
82, -509, 964
29, -499, 941
42, -499, 926
50, -472, 900
19, -455, 849
19, -455, 849
-21, -447, 835
-33, -423, 829
-68, -427, 833
-129, -407, 767
-178, -399, 702
-190, -409, 681
-174, -432, 691
-147, -448, 682
-131, -459, 687
-131, -459, 687
-102, -462, 710
-105, -473, 708
-140, -474, 653
-,-,-
112, -547, 753
150, -614, 712
197, -539, 767
196, -562, 780
196, -562, 780
223, -557, 765
242, -550, 754
254, -529, 744
267, -513, 759
286, -490, 747
314, -476, 741
315, -460, 719
315, -460, 719
313, -442, 722
292, -457, 718
242, -457, 788
184, -469, 777
158, -477, 803
140, -473, 828
129, -475, 855
129, -475, 855
82, -477, 861
40, -479, 918
-10, -485, 932
-65, -497, 960
-66, -495, 970
-67, -499, 956
-67, -499, 956
-103, -506, 934
-145, -520, 956
-150, -508, 966
-155, -491, 967
-185, -482, 960
-224, -476, 950
-233, -471, 935
-223, -458, 932
-217, -440, 932
-212, -421, 912
-210, -411, 921
-210, -411, 921
-212, -395, 913
-223, -373, 890
-200, -372, 907
-157, -383, 896
-109, -384, 905
-55, -370, 918
-9, -357, 950
27, -357, 946
57, -364, 917
57, -364, 917
83, -365, 916
99, -345, 961
139, -327, 986
189, -330, 971
248, -343, 989
248, -343, 989
309, -331, 995
339, -324, 1000
366, -338, 1002
403, -366, 936
424, -376, 957
428, -377, 973
412, -378, 948
412, -378, 948
399, -387, 920
395, -399, 936
394, -403, 934
400, -406, 948
374, -410, 972
344, -415, 990
325, -417, 993
325, -417, 993
301, -425, 992
252, -430, 1019
210, -432, 1042
191, -437, 1053
146, -452, 1033
82, -467, 1007
36, -470, 1003
24, -461, 989
24, -461, 989
7, -446, 942
-13, -430, 883
-34, -406, 910
-31, -394, 944
-21, -383, 855
-32, -390, 794
-32, -390, 794
-46, -396, 730
-53, -402, 733
-55, -427, 751
-65, -434, 762
-72, -441, 744
-75, -454, 729
-75, -454, 729
-,-,-
71, -532, 809
92, -528, 766
109, -507, 776
113, -507, 793
126, -495, 766
133, -500, 750
133, -500, 750
128, -504, 748
135, -497, 772
134, -493, 804
146, -488, 816
168, -485, 862
190, -452, 873
201, -426, 847
201, -426, 847
189, -423, 795
163, -429, 772
131, -424, 787
122, -421, 791
123, -427, 770
125, -429, 784
121, -433, 859
121, -433, 859
87, -434, 908
24, -447, 948
-38, -469, 961
-84, -472, 989
-122, -464, 986
-159, -468, 982
-197, -464, 995
-197, -464, 995
-220, -459, 1008
-237, -451, 1009
-245, -460, 999
-242, -460, 1013
-233, -455, 1037
-228, -451, 1033
-222, -439, 1001
-226, -426, 978
-218, -399, 950
-219, -368, 928
-218, -357, 912
-203, -362, 873
-185, -364, 865
-142, -349, 894
-111, -330, 922
-74, -321, 925
-74, -321, 925
-36, -322, 922
-18, -316, 894
0, -301, 905
44, -313, 932
73, -334, 925
73, -334, 925
128, -343, 961
171, -334, 954
192, -339, 945
226, -363, 965
267, -371, 1016
307, -370, 965
324, -369, 965
324, -369, 965
356, -383, 948
408, -396, 1021
429, -391, 1025
423, -393, 1013
413, -396, 1002
397, -397, 990
362, -395, 987
310, -402, 987
310, -402, 987
277, -408, 977
259, -412, 989
231, -415, 980
195, -429, 985
161, -446, 1012
107, -452, 1016
71, -447, 1008
42, -442, 972
42, -442, 972
2, -429, 921
-49, -418, 899
-71, -410, 870
-79, -405, 824
-88, -397, 786
-88, -397, 786
-90, -401, 763
-98, -404, 763
-81, -416, 788
-75, -425, 796
-76, -435, 764
-86, -440, 740
-74, -450, 743
-74, -450, 743
-,-,-
105, -474, 755
94, -489, 828
108, -469, 811
136, -458, 809
136, -458, 784
184, -437, 784
205, -435, 782
192, -431, 802
