-,-,-
-799, -498, -309
-768, -514, -354
-761, -519, -316
-761, -523, -281
-756, -528, -278
-765, -514, -292
-753, -517, -279
-728, -519, -293
-701, -495, -314
-690, -460, -332
-663, -449, -313
-626, -477, -267
-596, -524, -205
-631, -551, -113
-649, -550, -106
-658, -531, -108
-637, -553, -1
-637, -553, -1
-620, -582, 88
-605, -608, 137
-609, -614, 231
-573, -597, 236
-525, -640, 343
-474, -662, 497
-472, -630, 466
-510, -558, 475
-499, -580, 627
-461, -669, 800
-455, -634, 766
-455, -634, 766
-473, -563, 752
-466, -566, 810
-444, -544, 785
-428, -527, 781
-406, -540, 844
-364, -535, 821
-360, -524, 900
-382, -481, 985
-365, -497, 1009
-342, -532, 993
-331, -459, 872
-350, -426, 856
-373, -436, 945
-373, -436, 945
-355, -427, 934
-349, -412, 909
-328, -437, 927
-308, -471, 1024
-300, -504, 1150
-298, -563, 1286
-307, -559, 1284
-325, -475, 1132
-348, -443, 1064
-341, -466, 1056
-334, -477, 1026
-350, -496, 1069
-354, -470, 1036
-392, -402, 874
-422, -448, 945
-430, -475, 957
-438, -477, 929
-460, -509, 953
-471, -502, 905
-501, -462, 818
-501, -462, 818
-540, -436, 764
-573, -459, 762
-572, -515, 775
-597, -485, 705
-627, -438, 584
-646, -434, 484
-660, -452, 429
-668, -462, 364
-669, -466, 327
-,-,-
-673, -398, -444
-693, -449, -426
-692, -497, -324
-714, -491, -246
-730, -435, -201
-699, -395, -214
-695, -376, -130
-640, -397, -43
-606, -432, -44
-556, -495, 47
-492, -516, 81
-492, -516, 81
-429, -544, 182
-394, -587, 318
-436, -519, 413
-482, -459, 541
-411, -468, 611
-388, -458, 695
-433, -422, 813
-424, -491, 1064
-398, -514, 1163
-411, -413, 1027
-462, -402, 1120
-451, -368, 1191
-467, -314, 1159
-458, -295, 1099
-428, -289, 1052
-414, -305, 1188
-399, -351, 1375
-363, -328, 1348
-361, -393, 1385
-387, -434, 1438
-476, -447, 1554
-476, -447, 1554
-500, -441, 1584
-417, -382, 1300
-543, -400, 1198
-552, -402, 1323
-549, -451, 1462
-479, -521, 1342
-352, -456, 1081
-,-,-
-338, -608, -153
-513, -570, -493
-611, -416, -369
-455, -427, -269
-235, -528, -68
-166, -533, 238
-187, -522, 182
-327, -437, 298
-327, -437, 298
-332, -436, 472
41, -409, 688
-76, -444, 972
-303, -375, 1158
-603, -328, 1337
-392, -334, 1402
-54, -329, 1249
-281, -355, 1054
-288, -326, 1253
-124, -377, 1401
